date,year,weekday,direction,setup,both_pre,asia_range,signal_spread,outcome,pnl,exit_idx,exit_time,full_mfe,full_mae,pre_exit_mfe,pre_exit_mae
2023-01-19,2023,3,LONG,prebroken,False,10.176500000000033,0.36000000000012733,TP,20.0,727,2023-01-19 22:08:00+02:00,23.320000000000164,5.149999999999864,20.15000000000009,5.149999999999864
2023-01-20,2023,4,LONG,fresh,False,11.674999999999955,0.34999999999990905,EOD,-9.758499999999913,829,2023-01-20 23:59:00+02:00,2.378500000000031,14.548499999999876,2.378500000000031,14.548499999999876
2023-01-23,2023,0,SHORT,prebroken,False,14.444999999999709,0.36000000000012733,EOD,-11.557000000000016,838,2023-01-23 23:59:00+02:00,8.159999999999854,12.200000000000045,8.159999999999854,12.200000000000045
2023-01-24,2023,1,LONG,prebroken,False,9.34550000000013,0.40000000000009095,EOD,-4.516999999999825,838,2023-01-24 23:59:00+02:00,1.1330000000000382,24.149999999999864,1.1330000000000382,24.149999999999864
2023-01-25,2023,2,SHORT,fresh,False,13.801500000000033,0.34999999999990905,EOD,-21.07699999999977,708,2023-01-25 23:59:00+02:00,5.680000000000064,22.529999999999973,5.680000000000064,22.529999999999973
2023-01-26,2023,3,SHORT,prebroken,False,6.713500000000067,0.3969999999999345,TP,20.0,503,2023-01-26 18:24:00+02:00,23.30600000000004,3.1269999999999527,23.19600000000014,3.1269999999999527
2023-01-27,2023,4,LONG,fresh,False,15.050000000000182,0.4179999999998927,EOD,-7.530999999999949,506,2023-01-27 23:59:00+02:00,0.0,18.603999999999814,0.0,18.603999999999814
2023-01-30,2023,0,SHORT,prebroken,False,10.202499999999873,0.39000000000010004,EOD,-0.2400000000000091,838,2023-01-30 23:59:00+02:00,2.7029999999999745,7.3599999999999,2.7029999999999745,7.3599999999999
2023-01-31,2023,1,SHORT,fresh,False,15.333000000000084,0.3569999999999709,EOD,-17.41500000000019,831,2023-01-31 23:59:00+02:00,10.874999999999773,19.402000000000044,10.874999999999773,19.402000000000044
2023-02-01,2023,2,LONG,prebroken,True,4.24350000000004,0.3369999999999891,TP,20.0,719,2023-02-01 22:00:00+02:00,30.223000000000184,3.7899999999999636,20.440000000000055,3.7899999999999636
2023-02-02,2023,3,LONG,prebroken,False,6.606999999999971,0.34699999999998,SL,-25.0,410,2023-02-02 16:51:00+02:00,3.553000000000111,44.75700000000006,3.553000000000111,26.75499999999988
2023-02-03,2023,4,SHORT,prebroken,False,6.929499999999734,0.3369999999999891,TP,20.0,335,2023-02-03 15:36:00+02:00,51.91300000000001,3.8600000000001273,21.212999999999965,3.8600000000001273
2023-02-06,2023,0,LONG,fresh,False,18.539999999999964,0.3400000000001455,EOD,-12.307000000000016,833,2023-02-06 23:59:00+02:00,2.1929999999999836,16.070000000000164,2.1929999999999836,16.070000000000164
2023-02-07,2023,1,LONG,fresh,False,9.924999999999955,0.30999999999994543,EOD,-4.1469999999999345,837,2023-02-07 23:59:00+02:00,7.2029999999999745,12.247000000000071,7.2029999999999745,12.247000000000071
2023-02-08,2023,2,LONG,prebroken,False,7.085000000000036,0.3400000000001455,EOD,-9.71699999999987,838,2023-02-08 23:59:00+02:00,1.040000000000191,16.067000000000007,1.040000000000191,16.067000000000007
2023-02-09,2023,3,LONG,prebroken,False,9.523500000000013,0.36000000000012733,EOD,-19.567000000000007,838,2023-02-09 23:59:00+02:00,8.982999999999947,22.25999999999999,8.982999999999947,22.25999999999999
2023-02-10,2023,4,LONG,prebroken,False,12.807000000000244,0.34700000000020736,EOD,-3.586999999999989,838,2023-02-10 23:59:00+02:00,3.75,12.080000000000155,3.75,12.080000000000155
2023-02-13,2023,0,SHORT,fresh,False,9.593500000000176,0.37000000000011823,EOD,2.9144999999998618,747,2023-02-13 23:59:00+02:00,6.151499999999942,6.455500000000029,6.151499999999942,6.455500000000029
